,Transaction_ID,Timestamp,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Date,Day,Hour
964,965,2023-08-10 22:00:00,Sedan,FTG-817-LKI-104,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",52,KA13MN6889,0,2023-08-10,10,22
3407,3408,2023-08-11 02:48:00,Van,FTG-760-QAZ-210,B-102,Regular,Medium,110,100,"13.042660878688794, 77.47580097259879",46,KA67KH1234,1,2023-08-11,11,2
4039,4040,2023-08-11 02:56:00,SUV,FTG-029-QAZ-321,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",68,KA56DE8901,0,2023-08-11,11,2
3669,3670,2023-08-11 03:43:00,Bus ,FTG-023-NMK-321,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",80,KA90TU5678,1,2023-08-11,11,3
1185,1186,2023-08-11 04:50:00,Motorcycle,FTG-712-QRS-345,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",82,MH51ST7890,0,2023-08-11,11,4
4644,4645,2023-08-11 05:39:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",68,KA01KL4567,0,2023-08-11,11,5
2655,2656,2023-08-11 08:02:00,Car,FTG-156-LMK-422,A-101,Regular,Small,120,0,"13.059816123454882, 77.77068662374292",84,KA59AN4567,1,2023-08-11,11,8
3451,3452,2023-08-11 10:16:00,SUV,FTG-804-DEF-098,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",90,KA78GA8901,0,2023-08-11,11,10
1283,1284,2023-08-11 11:15:00,Motorcycle,FTG-368-KLM-123,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",84,GA84GH3456,0,2023-08-11,11,11
2003,2004,2023-08-11 16:40:00,Car,FTG-152-RST-456,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",90,KA78WX5178,0,2023-08-11,11,16
1699,1700,2023-08-11 17:15:00,Sedan,FTG-358-PQR-123,A-101,Regular,Medium,110,70,"12.936687032945434, 77.53113977439017",72,KA20MN6789,1,2023-08-11,11,17
4558,4559,2023-08-11 21:35:00,Bus ,FTG-628-WSX-876,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",45,AP23ST5678,0,2023-08-11,11,21
974,975,2023-08-11 22:03:00,Car,FTG-827-HGT-102,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",69,MH07MN7788,0,2023-08-11,11,22
3247,3248,2023-08-12 00:33:00,Sedan,FTG-128-WSX-866,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",21,GJ23QR6789,0,2023-08-12,12,0
2234,2235,2023-08-12 01:30:00,Car,FTG-194-KJH-095,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",66,MH68ST7890,0,2023-08-12,12,1
3155,3156,2023-08-12 05:58:00,Van,FTG-395-EDC-775,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",46,KL45UV4567,0,2023-08-12,12,5
1186,1187,2023-08-12 09:25:00,Truck,FTG-945-TUV-678,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",61,AP52UV1234,1,2023-08-12,12,9
780,781,2023-08-12 11:15:00,Truck,FTG-537-NJI-101,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",65,KA55UV2345,0,2023-08-12,12,11
872,873,2023-08-12 11:15:00,Van,FTG-725-VBN-763,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",45,KA34IJ6789,0,2023-08-12,12,11
3473,3474,2023-08-12 12:29:00,Bus ,FTG-826-PLM-432,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",74,KA78UV5478,0,2023-08-12,12,12
3290,3291,2023-08-12 13:33:00,SUV,FTG-547-XCV-109,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",87,GJ78ST6789,0,2023-08-12,12,13
4730,4731,2023-08-12 13:44:00,Van,FTG-190-RFD-210,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",71,TN67EF8901,0,2023-08-12,12,13
4965,4966,2023-08-12 14:43:00,Car,FTG-425-VBN-765,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",87,AP23KL2345,0,2023-08-12,12,14
1284,1285,2023-08-12 15:50:00,Truck,FTG-601-NOP-456,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",69,MH84IJ7890,0,2023-08-12,12,15
1700,1701,2023-08-12 19:30:00,SUV,FTG-591-STU-456,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",75,KA21OP0123,0,2023-08-12,12,19
984,985,2023-08-12 22:08:00,Van,FTG-012-JKL-678,B-102,Express,Medium,110,60,"13.042660878688794, 77.47580097259879",53,MH17DD7788,1,2023-08-12,12,22
2004,2005,2023-08-12 22:30:00,Motorcycle,FTG-385-UVW-789,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",48,KA90YZ9012,0,2023-08-12,12,22
2838,2839,2023-08-12 22:33:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",53,KA68DE0123,0,2023-08-12,12,22
2389,2390,2023-08-12 23:15:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",87,AP20OP9012,0,2023-08-12,12,23
3560,3561,2023-08-13 00:59:00,Truck,FTG-914-KJH-098,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",59,KA67YZ1234,0,2023-08-13,13,0
2005,2006,2023-08-13 04:15:00,Truck,FTG-618-XYZ-012,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",77,KA21AB2145,1,2023-08-13,13,4
2973,2974,2023-08-13 04:28:00,Van,FTG-474-VFR-058,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",80,KA67DE0123,0,2023-08-13,13,4
2542,2543,2023-08-13 05:31:00,Bus ,FTG-143-QWE-109,C-103,Express,Large,350,90,"13.059816123454882, 77.77068662374292",59,KA23BC8902,1,2023-08-13,13,5
3086,3087,2023-08-13 07:23:00,Sedan,FTG-667-MKF-109,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",55,KA23OP4567,0,2023-08-13,13,7
4279,4280,2023-08-13 12:37:00,Car,FTG-083-PQR-333,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",54,GA12CD4567,0,2023-08-13,13,12
2790,2791,2023-08-13 13:45:00,Truck,FTG-120-HGT-210,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,KA23DE0123,0,2023-08-13,13,13
1187,1188,2023-08-13 14:00:00,Van,FTG-178-WXY-901,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",89,GA52WX5678,0,2023-08-13,13,14
4343,4344,2023-08-13 15:24:00,Motorcycle,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",58,GA89AB4567,0,2023-08-13,13,15
3360,3361,2023-08-13 16:10:00,SUV,FTG-713-POI-321,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",85,KA45MA6789,0,2023-08-13,13,16
2703,2704,2023-08-13 16:38:00,Bus ,FTG-204-DIF-098,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",86,KA39YZ1122,0,2023-08-13,13,16
4149,4150,2023-08-13 21:05:00,Van,FTG-139-UTY-513,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",68,DL34GH2345,0,2023-08-13,13,21
1285,1286,2023-08-13 21:30:00,Van,FTG-834-QRS-789,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",97,AP85KL1234,0,2023-08-13,13,21
4687,4688,2023-08-13 21:41:00,Truck,FTG-147-XCV-109,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",73,GA45MN0123,0,2023-08-13,13,21
1701,1702,2023-08-13 21:45:00,Bus ,FTG-824-VWX-789,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",68,KA22QR4567,0,2023-08-13,13,21
994,995,2023-08-13 22:13:00,Bus ,FTG-012-NOP-678,C-103,Express,Large,290,90,"13.042660878688794, 77.47580097259879",45,AP03MN5678,1,2023-08-13,13,22
4429,4430,2023-08-13 22:28:00,Van,FTG-419-FFD-543,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",75,TN23KL1234,0,2023-08-13,13,22
2244,2245,2023-08-14 00:00:00,Van,FTG-204-DEF-048,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",57,AP72MN5678,0,2023-08-14,14,0
1286,1287,2023-08-14 03:10:00,Sedan,FTG-067-TUV-012,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",47,GA85MN5678,0,2023-08-14,14,3
3064,3065,2023-08-14 04:23:00,Van,FTG-645-DCF-765,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",56,KA67YT2345,0,2023-08-14,14,4
4515,4516,2023-08-14 05:33:00,SUV,FTG-505-LMN-765,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",86,KA89KL8901,0,2023-08-14,14,5
882,883,2023-08-14 09:45:00,Bus ,FTG-735-EDC-763,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",77,KA64CD4567,0,2023-08-14,14,9
790,791,2023-08-14 09:45:00,SUV,FTG-400-DEF-920,B-102,Express,Large,130,100,"13.042660878688794, 77.47580097259879",87,KA85OP0123,1,2023-08-14,14,9
2006,2007,2023-08-14 10:05:00,Van,FTG-851-BCA-345,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",60,KA43CD5178,0,2023-08-14,14,10
4105,4106,2023-08-14 14:37:00,Motorcycle,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",75,MH01CD6789,0,2023-08-14,14,14
4858,4859,2023-08-14 14:50:00,SUV,FTG-318-UYT-876,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",50,MH56QR4567,0,2023-08-14,14,14
3495,3496,2023-08-14 15:43:00,Car,FTG-849-RFD-543,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",80,KA01IJ5678,0,2023-08-14,14,15
4214,4215,2023-08-14 17:22:00,SUV,FTG-018-ZAB-888,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",40,DL34GH4567,0,2023-08-14,14,17
3866,3867,2023-08-14 19:22:00,Car,FTG-100-DEF-098,A-101,Express,Small,100,100,"12.84197701525119, 77.67547528176169",59,TN12DE3456,0,2023-08-14,14,19
2725,2726,2023-08-14 19:38:00,Car,FTG-216-PLM-432,A-101,Regular,Small,120,90,"13.059816123454882, 77.77068662374292",74,KA59MN1122,1,2023-08-14,14,19
1188,1189,2023-08-14 19:40:00,Sedan,FTG-401-ZAB-234,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",54,MH52YZ9012,1,2023-08-14,14,19
3953,3954,2023-08-14 19:51:00,Van,FTG-111-QWE-987,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",82,GA90FG4567,0,2023-08-14,14,19
1004,1005,2023-08-14 22:18:00,Truck,FTG-012-RST-678,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",47,GA06GH3456,0,2023-08-14,14,22
4815,4816,2023-08-14 22:48:00,Sedan,FTG-275-YUI-766,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",97,MH23IJ2345,0,2023-08-14,14,22
1702,1703,2023-08-15 00:15:00,Car,FTG-057-YZA-012,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",70,KA23ST8901,0,2023-08-15,15,0
1189,1190,2023-08-15 00:20:00,SUV,FTG-634-CDE-567,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",78,AP53AB1234,0,2023-08-15,15,0
4322,4323,2023-08-15 03:38:00,Motorcycle,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",52,GA34KL2345,0,2023-08-15,15,3
1287,1288,2023-08-15 07:40:00,SUV,FTG-300-WXY-345,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",82,MH85OP9012,0,2023-08-15,15,7
4901,4902,2023-08-15 07:52:00,Bus ,FTG-361-POU-981,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",92,AP78MN6789,0,2023-08-15,15,7
3604,3605,2023-08-15 08:27:00,Sedan,FTG-958-VFR-876,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",71,KA23CD5678,0,2023-08-15,15,8
3800,3801,2023-08-15 08:40:00,Sedan,FTG-108-PLM-432,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",46,TN56CD8901,0,2023-08-15,15,8
2564,2565,2023-08-15 09:46:00,Car,FTG-055-LKJ-543,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",55,KA89TU1434,0,2023-08-15,15,9
2908,2909,2023-08-15 10:33:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",55,KA67MN0123,0,2023-08-15,15,10
2677,2678,2023-08-15 11:16:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",84,KA35QR3333,0,2023-08-15,15,11
3909,3910,2023-08-15 12:24:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",83,GA56WX8901,0,2023-08-15,15,12
3626,3627,2023-08-15 12:41:00,SUV,FTG-980-TGB-210,B-102,Express,Large,150,130,"12.84197701525119, 77.67547528176169",47,KA67LM4567,1,2023-08-15,15,12
3822,3823,2023-08-15 12:53:00,SUV,FTG-118-UVW-876,B-102,Express,Large,150,90,"12.84197701525119, 77.67547528176169",49,TN78UV6789,1,2023-08-15,15,12
3204,3205,2023-08-15 12:58:00,Van,FTG-885-ZXC-775,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",46,KA89AW1234,0,2023-08-15,15,12
4192,4193,2023-08-15 14:07:00,Sedan,FTG-182-XCV-664,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",70,DL56OP0123,0,2023-08-15,15,14
4472,4473,2023-08-15 14:31:00,Sedan,FTG-462-NJH-654,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",58,BR45CD1234,0,2023-08-15,15,14
3112,3113,2023-08-15 15:33:00,Truck,FTG-693-NBH-321,C-103,Express,Large,290,290,"13.042660878688794, 77.47580097259879",46,KL01UV6789,0,2023-08-15,15,15
3931,3932,2023-08-15 15:37:00,Truck,FTG-018-UYT-876,C-103,Regular,Large,340,150,"12.84197701525119, 77.67547528176169",96,GA78NO6789,1,2023-08-15,15,15
2007,2008,2023-08-15 15:50:00,Sedan,FTG-084-DEF-678,A-101,Regular,Medium,115,90,"13.21331620748757, 77.55413526894684",83,KA65EF9012,1,2023-08-15,15,15
3844,3845,2023-08-15 16:08:00,Bus ,FTG-130-LPO-270,C-103,Express,Large,340,100,"12.84197701525119, 77.67547528176169",64,TN90LM4567,1,2023-08-15,15,16
4127,4128,2023-08-15 17:51:00,Truck,FTG-167-LKI-109,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",75,DL67OP6789,0,2023-08-15,15,17
1014,1015,2023-08-15 22:23:00,SUV,FTG-012-VWX-678,B-102,Express,Large,150,90,"12.84197701525119, 77.67547528176169",67,MH09AB1234,1,2023-08-15,15,22
2747,2748,2023-08-15 22:48:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",80,KA80CD3344,0,2023-08-15,15,22
2860,2861,2023-08-16 01:43:00,Truck,FTG-361-POU-997,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",65,KA88DE0123,0,2023-08-16,16,1
1703,1704,2023-08-16 02:30:00,Motorcycle,FTG-290-BCD-345,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",55,KA24UV2345,0,2023-08-16,16,2
1190,1191,2023-08-16 05:00:00,Bus ,FTG-867-FGH-890,C-103,Express,Large,340,90,"12.84197701525119, 77.67547528176169",65,GA53CD5678,1,2023-08-16,16,5
3582,3583,2023-08-16 05:13:00,Van,FTG-936-OKM-432,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",47,KA89MN1234,0,2023-08-16,16,5
4257,4258,2023-08-16 09:24:00,Bus ,FTG-061-STU-111,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",51,KA34GH6719,0,2023-08-16,16,9
3996,3997,2023-08-16 10:53:00,Sedan,FTG-780-ERT-132,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",65,KA23WX6789,0,2023-08-16,16,10
1288,1289,2023-08-16 12:20:00,Bus ,FTG-533-ZAB-678,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",61,AP86QR3456,0,2023-08-16,16,12
2930,2931,2023-08-16 13:43:00,Truck,FTG-431-ZAS-947,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",69,KA89CD4567,0,2023-08-16,16,13
1024,1025,2023-08-16 22:27:00,Motorcycle,FTG-012-ZAB-678,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",52,AP13UV1234,0,2023-08-16,16,22
2254,2255,2023-08-16 22:30:00,Bus ,FTG-214-KJH-098,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,GA75GH3456,0,2023-08-16,16,22
2008,2009,2023-08-16 22:35:00,SUV,FTG-317-GHI-901,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",71,KA87GH2145,0,2023-08-16,16,22
2009,2010,2023-08-17 04:25:00,Bus ,FTG-550-JKL-234,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",97,KA09LM3456,0,2023-08-17,17,4
1704,1705,2023-08-17 04:45:00,Truck,FTG-523-EFG-678,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",57,KA25WX6789,0,2023-08-17,17,4
3177,3178,2023-08-17 08:18:00,Sedan,FTG-622-XSW-644,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",46,KL89KL6789,0,2023-08-17,17,8
1191,1192,2023-08-17 09:30:00,Car,FTG-090-IJK-123,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",92,MH53EF9012,0,2023-08-17,17,9
3021,3022,2023-08-17 13:48:00,Truck,FTG-602-ABC-694,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",70,KA23YZ4567,0,2023-08-17,17,13
3648,3649,2023-08-17 15:54:00,Bus ,FTG-002-ABC-654,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",67,KA45DE6789,0,2023-08-17,17,15
1289,1290,2023-08-17 16:55:00,Car,FTG-766-CDE-901,A-101,Regular,Small,100,80,"12.84197701525119, 77.67547528176169",89,GA86ST7890,1,2023-08-17,17,16
2612,2613,2023-08-17 17:00:00,Bus ,FTG-113-POI-323,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",71,KA19KL4567,0,2023-08-17,17,17
1034,1035,2023-08-17 22:32:00,Sedan,FTG-012-DEF-678,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",74,GA16OP9012,0,2023-08-17,17,22
1705,1706,2023-08-18 07:15:00,Van,FTG-756-HIJ-901,B-102,Regular,Medium,120,60,"12.936687032945434, 77.53113977439017",111,KA26YZ0123,1,2023-08-18,18,7
2010,2011,2023-08-18 10:15:00,Car,FTG-783-MNO-567,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",46,KA34PQ6189,0,2023-08-18,18,10
2817,2818,2023-08-18 10:48:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",89,KA48DE0123,0,2023-08-18,18,10
3199,3200,2023-08-18 10:58:00,SUV,FTG-880-TGB-217,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",60,GJ78GH4567,0,2023-08-18,18,10
1192,1193,2023-08-18 14:10:00,Motorcycle,FTG-323-LMN-456,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",51,AP54GH3456,0,2023-08-18,18,14
2699,2700,2023-08-18 14:30:00,Truck,FTG-200-QWZ-210,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",81,KA99OP4567,0,2023-08-18,18,14
3226,3227,2023-08-18 14:48:00,Sedan,FTG-100-JKL-109,A-101,Express,Medium,100,100,"13.042660878688794, 77.47580097259879",47,GJ12EF0123,0,2023-08-18,18,14
2586,2587,2023-08-18 14:59:00,Motorcycle,,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",52,KA67LM4267,0,2023-08-18,18,14
4018,4019,2023-08-18 15:07:00,SUV,FTG-008-UVW-543,B-102,Express,Large,140,70,"12.936687032945434, 77.53113977439017",65,KA45OP4567,1,2023-08-18,18,15
2952,2953,2023-08-18 16:43:00,Van,FTG-453-NBH-381,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",62,KA89RS4567,0,2023-08-18,18,16
3134,3135,2023-08-18 18:43:00,Van,FTG-815-DCV-715,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",47,KL34IJ6789,0,2023-08-18,18,18
4365,4366,2023-08-18 19:38:00,Truck,FTG-149-GHI-999,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",51,MH34AB5678,0,2023-08-18,18,19
1290,1291,2023-08-18 22:35:00,Motorcycle,FTG-999-FGH-234,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",54,MH86UV1234,0,2023-08-18,18,22
1044,1045,2023-08-18 22:36:00,Car,FTG-012-HIJ-678,A-101,Express,Small,100,80,"12.84197701525119, 77.67547528176169",60,MH19IJ7890,1,2023-08-18,18,22
1291,1292,2023-08-19 04:15:00,Truck,FTG-232-IJK-567,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",78,AP87WX5678,0,2023-08-19,19,4
1706,1707,2023-08-19 09:30:00,Sedan,FTG-989-KLM-234,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",64,KA27AB3456,0,2023-08-19,19,9
2011,2012,2023-08-19 16:00:00,Motorcycle,FTG-016-PQR-890,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",81,KA56RS0223,0,2023-08-19,19,16
3043,3044,2023-08-19 16:38:00,Van,FTG-624-CDE-088,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",45,KA56MN5567,0,2023-08-19,19,16
1193,1194,2023-08-19 18:45:00,Truck,FTG-428-ABC-123,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",76,GA54IJ7890,0,2023-08-19,19,18
4987,4988,2023-08-19 18:57:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",90,AP45CD0123,0,2023-08-19,19,18
3517,3518,2023-08-19 19:57:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",80,KA01UV1234,0,2023-08-19,19,19
2769,2770,2023-08-20 01:58:00,Truck,FTG-053-PQR-789,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",80,KA04DE3456,0,2023-08-20,20,1
3269,3270,2023-08-20 02:35:00,SUV,FTG-526-PLM-432,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",45,KA90AB5678,0,2023-08-20,20,2
2882,2883,2023-08-20 04:53:00,Van,FTG-353-NBH-391,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",69,KA89NR4567,0,2023-08-20,20,4
1292,1293,2023-08-20 08:50:00,Van,FTG-465-LMN-890,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",65,GA87YZ9012,1,2023-08-20,20,8
1707,1708,2023-08-20 11:45:00,SUV,FTG-222-NOP-567,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",118,KA28CD7890,0,2023-08-20,20,11
3735,3736,2023-08-20 14:24:00,Truck,FTG-040-POU-212,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",90,MH23WR6789,0,2023-08-20,20,14
4623,4624,2023-08-20 16:51:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",76,KA90ST0123,0,2023-08-20,20,16
2012,2013,2023-08-20 21:50:00,Truck,FTG-249-STU-123,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,KA78TU4567,0,2023-08-20,20,21
1194,1195,2023-08-20 23:20:00,Van,FTG-761-DEF-456,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",60,MH54KL1234,1,2023-08-20,20,23
1195,1196,2023-08-21 04:00:00,Sedan,FTG-094-GHI-789,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",85,AP55MN5678,0,2023-08-21,21,4
2013,2014,2023-08-21 04:35:00,Van,FTG-482-VWX-456,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",93,KA90VW8901,0,2023-08-21,21,4
1293,1294,2023-08-21 13:30:00,Sedan,FTG-715-ABC-234,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",92,MH87AB1234,0,2023-08-21,21,13
1708,1709,2023-08-21 14:15:00,Bus ,FTG-455-QRS-890,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",39,KA29EF1234,0,2023-08-21,21,14
4752,4753,2023-08-21 17:57:00,Sedan,FTG-212-ZXC-654,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",53,TN89WX6789,0,2023-08-21,21,17
2264,2265,2023-08-21 21:00:00,Truck,FTG-224-CDE-098,C-103,Express,Large,330,115,"13.21331620748757, 77.55413526894684",62,MH78AB1234,1,2023-08-21,21,21
4580,4581,2023-08-22 00:49:00,Car,FTG-040-POU-098,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",55,TS67IJ7890,0,2023-08-22,22,0
4944,4945,2023-08-22 01:55:00,Car,FTG-404-DEF-098,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",56,AP12UV8901,0,2023-08-22,22,1
1196,1197,2023-08-22 08:30:00,SUV,FTG-327-JKL-012,B-102,Express,Large,150,150,"12.84197701525119, 77.67547528176169",67,GA55OP9012,0,2023-08-22,22,8
4666,4667,2023-08-22 08:53:00,Truck,FTG-126-PLM-431,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",56,TS67MN9012,0,2023-08-22,22,8
3315,3316,2023-08-22 09:45:00,Truck,FTG-572-QAZ-654,C-103,Regular,Large,290,130,"13.042660878688794, 77.47580097259879",56,KA45TF1234,1,2023-08-22,22,9
4794,4795,2023-08-22 09:59:00,Sedan,FTG-254-KJH-098,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",56,WB34GH7890,0,2023-08-22,22,9
2014,2015,2023-08-22 10:25:00,Sedan,FTG-715-YZA-789,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",57,KA21XY2345,0,2023-08-22,22,10
